LTS,OOP,coffee,collaborative,comments,comparative_ratio,desktop,experience,functional_programming,gamer,graphical_app,indentation,limited_sleep,multiplatform,online_documentation,performance,simple_syntax,video_game,class
Yes,Yes,No,Yes,16.63,0.9543,No,9.1,No,Yes,No,Yes,No,Yes,Yes,No,No,No,python
No,No,Yes,Yes,21.49,0.9804,Yes,9.2,No,Yes,Yes,No,No,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,14.09,1.0390,No,13.4,No,Yes,No,No,No,Yes,Yes,No,Yes,No,python
No,Yes,No,Yes,23.61,0.9644,Yes,11.2,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,16.77,0.9187,No,11.3,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,12.83,1.0417,Yes,3.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,26.56,0.9553,Yes,5.3,No,No,No,Yes,No,Yes,No,No,Yes,No,python
Yes,No,Yes,Yes,32.16,1.0150,No,1.9,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,24.57,0.9389,Yes,9.7,No,No,No,No,No,Yes,No,Yes,Yes,No,python
Yes,No,No,No,20.12,1.0783,Yes,13.9,No,No,No,No,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,23.56,1.0147,No,12.4,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,python
No,Yes,No,No,17.09,0.9592,No,4.4,No,No,No,No,Yes,No,Yes,No,No,No,python
Yes,No,Yes,Yes,9.65,1.0506,No,13.2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,16.43,1.0929,Yes,6.4,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,19.56,1.0339,No,0.6,No,No,No,No,Yes,No,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,19.19,0.9821,No,9.1,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,python
Yes,No,No,No,11.45,0.9107,Yes,10.0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,26.86,0.9848,No,12.5,No,No,No,No,Yes,No,No,Yes,Yes,No,python
Yes,No,Yes,No,24.75,0.9314,No,5.3,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,No,15.59,1.0203,No,12.3,Yes,No,No,Yes,Yes,No,No,No,No,No,python
Yes,Yes,Yes,Yes,12.56,0.9956,No,8.5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,python
Yes,No,Yes,Yes,18.39,1.0590,No,3.8,No,No,No,No,No,No,Yes,No,Yes,No,python
Yes,No,No,Yes,18.13,0.9880,No,2.3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,python
Yes,No,No,No,23.83,0.9705,No,9.5,No,Yes,No,Yes,Yes,No,No,No,Yes,No,python
No,No,Yes,No,18.08,1.0266,Yes,2.4,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,No,No,15.99,0.9719,Yes,12.1,No,No,Yes,Yes,No,Yes,Yes,No,No,No,python
Yes,Yes,Yes,No,19.50,0.9109,No,5.1,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,19.15,1.0200,No,7.7,No,No,No,Yes,No,No,No,Yes,Yes,Yes,python
Yes,No,Yes,Yes,17.79,1.0078,Yes,7.9,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,No,No,18.33,0.9364,No,5.2,No,No,No,No,No,Yes,No,No,No,No,python
Yes,No,Yes,No,18.97,0.9386,Yes,0.7,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,19.88,0.8585,No,11.9,No,Yes,Yes,Yes,No,No,No,No,Yes,No,python
Yes,No,Yes,No,17.74,0.9960,Yes,4.8,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,No,Yes,16.59,0.9714,No,1.9,No,Yes,No,No,Yes,Yes,No,No,No,No,python
No,No,Yes,No,17.24,0.9783,No,4.3,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
No,Yes,Yes,Yes,22.88,0.9038,No,2.7,No,Yes,No,No,Yes,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,25.40,1.0206,Yes,10.4,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,No,15.48,0.9414,Yes,6.4,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,8.58,0.9449,Yes,2.8,No,No,Yes,Yes,Yes,Yes,No,No,No,No,python
Yes,No,Yes,Yes,25.89,1.0228,Yes,5.1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,23.50,0.9275,No,14.7,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,21.94,1.0280,No,2.7,No,Yes,No,No,No,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,26.33,0.9828,No,14.9,No,No,No,No,Yes,No,No,No,Yes,No,python
Yes,Yes,No,Yes,22.62,1.0203,Yes,13.9,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,14.34,1.0201,Yes,2.3,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
No,Yes,Yes,Yes,15.66,1.0036,No,1.4,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,12.56,0.9874,No,5.6,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,No,Yes,18.71,1.0790,No,1.1,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,No,17.48,1.0194,No,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,20.27,0.9284,No,9.4,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,python
No,Yes,No,No,13.50,0.9724,No,8.4,Yes,No,No,No,No,No,Yes,Yes,Yes,No,python
No,No,Yes,No,21.44,1.0070,No,13.1,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,27.47,0.9313,Yes,7.3,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,No,No,20.02,0.9017,No,8.9,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,python
Yes,Yes,Yes,Yes,20.25,0.9759,No,3.2,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,No,20.41,1.0233,Yes,9.7,No,Yes,No,No,Yes,No,No,No,Yes,No,python
Yes,No,No,Yes,14.64,0.9765,Yes,13.5,No,Yes,Yes,No,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,Yes,16.56,1.0592,Yes,9.6,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,18.22,1.0843,Yes,12.8,No,Yes,No,No,No,No,Yes,No,Yes,No,python
Yes,No,No,No,21.76,1.0071,No,2.3,No,Yes,No,Yes,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,19.60,0.9199,No,10.4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,python
Yes,No,Yes,No,11.80,0.9578,No,7.6,No,No,No,Yes,No,No,No,No,Yes,No,python
Yes,No,Yes,No,18.22,1.0091,No,7.6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
No,Yes,No,Yes,17.91,1.0127,No,9.7,No,Yes,No,No,No,Yes,No,No,No,No,python
Yes,No,No,No,12.91,1.0797,No,3.6,No,No,No,No,No,Yes,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,18.04,1.0589,Yes,2.5,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,16.15,0.9806,No,14.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,24.33,0.9938,Yes,3.7,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
No,No,Yes,Yes,22.91,1.0059,No,14.0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,18.85,0.9767,Yes,2.1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,21.90,0.9969,Yes,14.5,No,No,No,No,No,Yes,No,No,No,No,python
Yes,No,Yes,No,17.51,1.0651,Yes,0.8,Yes,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,26.80,1.0176,Yes,10.0,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,24.98,0.9903,No,2.5,No,Yes,No,No,Yes,No,No,No,No,No,python
Yes,No,Yes,No,18.33,1.0439,Yes,6.1,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
No,Yes,No,Yes,13.00,0.9791,Yes,14.2,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,python
Yes,No,Yes,No,25.33,1.0683,Yes,12.7,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,9.03,0.9652,No,0.3,No,Yes,No,No,Yes,No,No,No,Yes,No,python
Yes,Yes,Yes,Yes,22.60,1.0238,No,1.5,No,No,No,No,No,Yes,No,No,No,No,python
Yes,Yes,Yes,No,20.96,0.9697,Yes,11.8,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,21.14,0.9888,No,2.4,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,Yes,16.34,1.0136,No,13.3,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,17.79,0.9583,No,10.7,No,No,No,Yes,Yes,No,No,Yes,Yes,No,python
Yes,Yes,Yes,Yes,24.92,1.0636,No,7.7,No,No,Yes,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,No,Yes,25.53,1.0180,Yes,9.3,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,python
Yes,Yes,No,Yes,20.72,1.0132,No,12.2,No,No,No,No,Yes,No,No,No,Yes,No,python
Yes,No,No,Yes,14.35,0.9852,No,7.0,No,No,Yes,No,Yes,No,Yes,No,No,No,python
Yes,No,No,No,17.85,0.9753,Yes,12.0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,16.69,1.0956,No,0.5,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,16.03,0.9739,Yes,12.9,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,python
No,Yes,Yes,Yes,16.39,0.9283,No,7.9,No,No,Yes,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,12.96,0.8868,No,7.4,No,Yes,No,No,No,No,Yes,No,Yes,No,python
Yes,No,Yes,No,17.99,1.0328,No,10.3,No,Yes,No,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,Yes,No,16.08,1.0390,No,4.0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,17.58,0.8919,No,6.1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,15.75,0.9528,Yes,10.2,No,No,Yes,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,No,Yes,27.84,0.9455,No,9.8,No,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,Yes,No,Yes,18.46,0.9880,Yes,6.7,No,Yes,No,No,Yes,Yes,No,No,No,No,python
No,No,Yes,Yes,23.98,0.9359,No,5.2,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,31.14,1.0459,No,4.8,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,python
No,Yes,Yes,No,23.42,0.9527,Yes,7.1,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,17.84,1.0216,No,8.7,No,No,No,No,No,No,No,No,No,No,python
Yes,No,Yes,No,15.86,0.9991,No,1.1,No,No,No,Yes,Yes,No,No,No,No,No,python
No,Yes,No,Yes,15.71,1.0290,No,3.4,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,14.00,1.0272,Yes,14.7,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,python
Yes,Yes,Yes,No,19.55,1.0325,No,5.5,Yes,Yes,No,No,No,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,17.92,0.8886,No,10.5,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,26.31,0.9149,No,1.1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,No,Yes,No,16.53,0.9866,No,7.1,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,python
Yes,Yes,No,No,17.04,1.0392,No,8.2,No,No,No,Yes,No,No,No,No,Yes,Yes,python
No,No,Yes,Yes,14.02,0.9902,No,11.8,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,Yes,18.84,1.0369,No,11.3,No,Yes,No,Yes,No,No,No,Yes,Yes,No,python
Yes,No,No,Yes,16.18,1.0087,No,8.3,Yes,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,23.04,0.9928,No,6.6,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,No,Yes,23.23,1.0542,Yes,8.6,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,16.00,0.9039,No,5.8,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,python
Yes,No,No,Yes,18.39,1.0007,No,11.6,No,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,Yes,No,11.73,1.0351,No,11.3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,23.52,0.9499,Yes,0.6,No,No,No,No,No,No,No,No,No,No,python
Yes,No,Yes,No,14.72,0.9535,No,5.2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,python
No,Yes,No,No,14.85,0.9776,No,5.2,No,No,No,Yes,No,No,No,No,Yes,No,python
Yes,No,No,No,21.08,1.0069,Yes,13.5,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,20.97,0.9974,No,7.0,No,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,No,No,No,27.23,0.9989,No,14.6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,22.47,1.0649,No,11.1,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,18.91,0.9689,No,7.0,No,Yes,No,No,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,21.85,1.0342,No,4.1,No,No,Yes,No,No,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,19.48,0.9493,Yes,2.5,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,21.23,1.0323,Yes,5.3,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,No,10.17,1.0068,Yes,0.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,20.75,1.0883,No,1.4,No,No,No,Yes,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,Yes,25.59,0.9960,No,13.1,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,No,18.95,1.0123,Yes,0.9,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,22.48,0.9332,No,11.3,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,28.33,1.0006,Yes,5.4,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,23.40,0.9924,No,6.2,No,No,Yes,No,Yes,Yes,Yes,No,No,No,python
Yes,No,No,Yes,16.41,0.9636,No,1.9,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,14.75,1.0060,Yes,3.8,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,15.36,0.9925,Yes,11.7,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,18.94,0.9987,No,8.9,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,18.50,0.9793,No,6.4,No,Yes,No,No,Yes,No,No,Yes,Yes,No,python
Yes,No,No,No,22.54,0.9471,No,4.8,No,No,No,Yes,No,No,No,No,No,No,python
Yes,No,No,No,15.11,1.0005,No,13.3,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,20.38,0.9802,Yes,12.0,Yes,No,No,Yes,Yes,Yes,No,No,No,No,python
Yes,Yes,No,No,17.25,1.0026,No,6.4,No,No,No,Yes,No,No,Yes,No,No,No,python
Yes,Yes,Yes,Yes,22.15,0.9198,No,6.7,No,Yes,No,No,No,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,21.46,1.0055,No,8.0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,python
No,Yes,Yes,Yes,26.36,0.9697,Yes,13.9,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,No,24.36,1.0488,No,15.0,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,11.36,0.8881,No,11.9,No,No,No,No,Yes,Yes,Yes,No,No,Yes,python
Yes,Yes,Yes,No,15.27,0.9417,No,7.8,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,10.67,0.8771,Yes,10.3,No,No,No,No,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,Yes,13.86,1.0339,Yes,5.4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,No,No,16.74,1.0169,No,11.2,No,No,Yes,No,Yes,No,No,No,Yes,No,python
Yes,Yes,No,No,9.18,0.9353,No,14.0,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,Yes,No,20.09,1.0213,Yes,14.7,No,No,No,Yes,No,No,Yes,No,No,No,python
Yes,Yes,Yes,No,10.02,1.0702,Yes,13.6,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,No,No,22.27,0.9196,No,14.1,Yes,No,No,Yes,No,Yes,Yes,No,No,No,python
Yes,No,Yes,Yes,26.94,0.9972,No,9.2,No,Yes,Yes,No,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,13.38,0.9907,No,12.0,No,No,Yes,Yes,Yes,No,Yes,No,No,No,python
No,Yes,Yes,Yes,9.91,0.8942,Yes,0.5,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,23.71,0.9888,No,14.9,No,Yes,No,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,No,No,23.71,1.0638,No,10.5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,python
Yes,Yes,No,No,19.68,1.0369,No,4.2,Yes,No,Yes,No,No,No,No,Yes,Yes,No,python
Yes,Yes,No,No,14.64,0.9355,No,4.3,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,python
No,Yes,Yes,No,24.77,1.0837,Yes,7.6,No,No,No,No,No,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,16.65,1.0779,No,14.4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,24.30,1.0086,Yes,7.7,No,No,No,No,Yes,Yes,Yes,No,No,No,python
No,No,Yes,Yes,24.00,0.9416,No,3.4,Yes,Yes,No,No,Yes,Yes,No,No,No,No,python
Yes,No,No,No,15.54,1.0767,No,5.3,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,python
No,Yes,No,No,15.75,1.0050,No,2.7,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,python
No,Yes,Yes,No,12.56,0.9889,Yes,8.6,No,Yes,No,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,Yes,No,20.85,0.9940,No,10.4,No,No,No,Yes,No,No,Yes,No,No,No,python
No,No,Yes,No,17.60,1.0059,No,8.4,No,No,Yes,Yes,No,Yes,No,No,Yes,No,python
Yes,Yes,No,Yes,27.46,1.0481,Yes,3.4,No,No,No,Yes,Yes,No,No,No,No,No,python
Yes,Yes,Yes,No,33.24,1.0375,No,12.7,No,No,No,Yes,Yes,No,No,No,Yes,No,python
No,No,Yes,Yes,19.42,1.0022,Yes,14.8,Yes,No,No,No,Yes,No,Yes,No,Yes,No,python
No,Yes,Yes,Yes,14.93,1.0267,Yes,10.4,No,No,No,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,Yes,14.86,1.0171,No,0.6,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,15.06,0.9333,Yes,3.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,20.42,1.0290,Yes,8.7,No,Yes,No,Yes,Yes,No,Yes,No,No,No,python
Yes,No,Yes,No,18.18,0.9763,No,11.4,No,Yes,No,No,Yes,Yes,No,No,Yes,No,python
Yes,Yes,No,No,22.66,0.8960,Yes,2.2,No,Yes,No,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,25.14,0.9564,No,5.7,No,Yes,No,No,No,No,Yes,No,Yes,No,python
Yes,No,Yes,No,19.19,0.9751,No,10.0,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,No,No,23.31,1.0434,No,13.7,No,No,No,Yes,Yes,No,Yes,No,No,No,python
Yes,No,Yes,Yes,28.30,1.0057,Yes,14.5,No,No,No,No,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,25.58,0.9583,No,5.9,No,Yes,No,No,No,Yes,Yes,No,Yes,No,python
No,Yes,Yes,Yes,14.70,0.9741,Yes,14.2,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,17.44,0.9684,No,4.4,Yes,No,No,No,Yes,Yes,Yes,No,No,No,python
Yes,No,No,Yes,20.62,1.0008,No,9.5,No,Yes,No,No,No,No,No,No,Yes,No,python
No,No,Yes,No,17.73,1.0182,No,5.6,No,No,Yes,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,17.57,0.9871,Yes,5.9,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,12.57,0.9563,No,2.1,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,17.12,1.0107,No,10.0,No,Yes,No,No,Yes,Yes,No,No,Yes,No,python
Yes,Yes,Yes,Yes,19.87,0.9962,No,0.9,No,No,No,No,Yes,Yes,No,No,Yes,Yes,python
Yes,No,Yes,No,14.45,1.0518,No,6.4,No,Yes,No,No,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,No,20.61,1.1031,No,6.1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,No,No,20.37,0.9997,No,5.7,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,13.36,0.9662,Yes,11.1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,python
Yes,No,No,Yes,16.64,1.0228,No,4.0,No,Yes,No,No,Yes,No,No,Yes,Yes,No,python
No,No,Yes,Yes,23.09,0.9978,Yes,3.6,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,No,Yes,22.60,1.0021,Yes,12.1,No,Yes,No,No,No,No,Yes,Yes,No,No,python
Yes,No,Yes,Yes,29.66,0.9603,Yes,9.1,No,No,Yes,Yes,No,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,26.32,0.9950,Yes,1.7,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,19.42,0.9582,No,2.2,No,No,No,Yes,No,No,No,Yes,No,No,python
No,Yes,Yes,Yes,20.83,1.0481,No,12.8,No,No,No,No,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,Yes,15.77,0.9801,Yes,1.3,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
No,Yes,No,No,25.23,1.0134,Yes,1.1,No,No,Yes,No,No,No,Yes,Yes,No,No,python
Yes,No,No,No,23.84,0.9831,Yes,14.9,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,25.64,1.0353,No,5.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,17.43,1.0372,No,12.8,No,Yes,No,No,Yes,Yes,Yes,No,No,No,python
No,Yes,No,Yes,18.29,1.0415,No,14.6,No,No,No,Yes,Yes,No,Yes,No,No,No,python
No,No,Yes,No,12.40,0.9927,Yes,8.2,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,No,No,Yes,19.93,1.0113,No,10.1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,19.71,0.9863,No,14.8,No,No,No,Yes,No,Yes,Yes,No,No,No,python
Yes,No,Yes,No,23.29,1.0054,No,10.9,No,Yes,No,No,Yes,No,No,No,No,No,python
Yes,Yes,Yes,No,14.21,1.1245,No,14.2,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,python
Yes,No,No,Yes,13.55,1.0106,No,14.3,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,No,Yes,25.01,0.9581,Yes,5.5,No,Yes,No,No,No,No,No,No,Yes,No,python
Yes,Yes,Yes,No,13.91,0.9917,No,6.6,No,No,No,Yes,Yes,No,No,Yes,No,No,python
Yes,No,No,No,24.60,0.9546,No,5.7,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,23.61,0.9877,Yes,5.6,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,25.58,0.9712,Yes,0.1,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,22.99,0.9307,Yes,4.1,No,No,Yes,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,No,No,15.55,1.0023,Yes,7.6,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,21.83,1.0130,No,8.8,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,python
No,Yes,No,No,25.19,1.0470,No,1.8,No,No,No,Yes,Yes,No,No,Yes,Yes,No,python
Yes,No,Yes,No,12.50,1.0216,Yes,10.6,No,No,No,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,22.10,0.8928,No,4.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,22.45,1.0292,No,12.0,No,No,Yes,No,No,No,No,No,No,No,python
Yes,Yes,No,No,11.72,1.0020,Yes,3.8,No,Yes,No,No,No,Yes,Yes,Yes,No,No,python
Yes,Yes,Yes,No,15.83,1.0470,No,13.6,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,No,Yes,Yes,12.81,1.0871,No,4.1,No,Yes,No,Yes,No,No,No,No,No,No,python
Yes,Yes,Yes,No,19.31,0.9906,Yes,3.6,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
